return,regime
-0.015227209780605544,0
0.09691483028122327,0
-0.035120346568898064,0
-0.01572266479472917,0
0.01968154252769616,0
-0.01570221937283922,0
0.06534100362786632,0
-0.05486243413913583,0
-0.004677793500245553,0
-0.07465285158302026,0
-0.00522627403342113,0
0.04445850475792623,0
-0.09538754520689208,2
-0.05603675585749235,2
0.08544046268467076,2
-0.005605786125008949,2
-0.023829809299452553,2
-0.01019575326709421,2
-0.0593321764957222,2
-0.08163038815989476,2
0.013021987626674392,2
0.07797682300922193,2
0.005639104183750021,2
-0.009798359366564258,2
-0.01793560782772463,2
0.03327027428404139,0
-0.058155666825496555,2
-0.005934039347411657,2
-0.07380687564082755,2
-0.07882036320175423,2
0.006801017631844042,2
-0.10485218352601955,2
0.08228433875720675,2
0.06168025836030089,2
-0.056569091160080465,2
-0.024595514372258487,2
-0.013478600095634619,2
0.00214020504598067,2
0.08461195179833414,2
0.05483550682121785,0
0.010651980533834093,0
0.018027227027829884,0
0.020625895315782072,0
-0.010906077446001361,1
0.05352708998432654,1
0.010920614080762725,0
0.05031280600763566,1
0.019770090105486027,1
0.013570727488319223,1
-0.013245451614297465,1
-0.018921598766848624,1
0.017123659906339572,0
0.018501184572285556,0
-0.03221855871809787,0
0.00243610272294581,0
0.010036809156833026,0
0.012885161538729095,0
0.04451697477193073,0
0.03012140078237513,0
-0.022421163962258905,0
0.020903994854716723,0
-0.018292702765890456,0
-0.018735260543638277,0
0.032224541553564245,0
0.0015154358027831272,0
0.038261228177163265,0
-0.009374802206085442,0
0.008025745989781674,0
-0.02365099867235032,0
0.043951960124520406,0
-0.0019132073938368244,0
0.02401390338239584,0
0.005725962250237915,0
0.016503377372416805,0
0.012631930632761579,0
-0.030120617716857367,0
0.00260798816669916,0
0.004478487651019325,0
0.021822082102619156,0
0.02700172753842467,0
0.0315166895246779,0
0.01988553906171786,0
0.013371442931485733,0
0.015039844541008707,0
-0.019617636461932708,0
0.01158907680607757,0
0.04429609301894932,0
0.03392007976544198,1
-0.01462104321071267,1
-0.03131011003430895,0
0.012833075469087518,0
0.03871410626025762,0
0.013566476385233228,0
-0.038732367861815775,0
-0.011260675216658078,0
-0.06046125763281285,0
-0.025842519543768372,0
-0.0089421866985816,0
0.047662302417686986,0
0.01511638184266495,2
-0.08357584731011714,2
-0.008985746186285004,2
0.015453886062442912,2
-0.09417368763210254,2
-0.16518640784384653,2
-0.06960683014084446,2
0.00979652872304193,2
-0.08211455947396096,2
-0.10744893725940197,2
0.08331077737174719,2
0.09934567945929063,2
